Filename,Title,Genre,Composer,Sampling rate,Channels,Bit depth,Start in video (sec),Duration (sec),Original File,Last called (Date),Collection,Observations,Number of instruments,Guitar,Bandola,Tiple,Bass,Female voice,Male voice,Percussion,Tempo,Language,Artist/Performer
vf_0027.wav,Madre (Letra),Pasillo,,48000,2,16,70,47,https://www.youtube.com/watch?v=uPzehUz5WJY,27.04.2020,YouTube,,4,1,0,1,0,0,2,0,,1,Garzon y Collazos
vf_0028.wav,Ayer me echaron del pueblo,Bambuco,,48000,2,16,94,45,https://www.youtube.com/watch?v=DsVt4ByK6_I,29.04.2020,YouTube,,4,0,0,1,1,0,2,0,,1,Hermanos Martinez
vf_0029.wav,Di que no me quieres,Bambuco,,48000,2,16,16,57,https://www.youtube.com/watch?v=_a9L3UgrJ2g,29.04.2020,YouTube,,5,1,0,1,1,0,2,0,,1,Hermanos Martinez
vf_0030.wav,Pesares,Pasillo,,48000,2,16,107,40,https://www.youtube.com/watch?v=QWgo0v46moA,29.04.2020,YouTube,,4,1,0,1,0,0,2,0,,1,Hermanos Martinez
vf_0031.wav,Paisaje matinal,Pasillo,,48000,2,16,57,30,https://www.youtube.com/watch?v=cF_MYn8IL4M,29.04.2020,YouTube,,3,0,0,0,1,0,1,1,,1,Luis Ariel Rey
vf_0032.wav,Cuando voy por la calle,waltz,,48000,2,16,19,42,https://www.youtube.com/watch?v=gJwZUKDoeyg,29.04.2020,YouTube,,6,3,0,0,0,0,3,0,,1,Trio America
vf_0033.wav,Hagame un tiple maestro (Letra),Bambuco,,48000,2,16,104,34,https://www.youtube.com/watch?v=1j0kJjyDSJs,29.04.2020,YouTube,,4,0,0,1,1,0,2,0,,1,Espinosa y Bedoya
vf_0034.wav,Soy Colombiano,Bambuco,,48000,2,16,60,32,https://www.youtube.com/watch?v=DXLmNXJxoKA,11.05.2020,YouTube,,4,1,0,1,0,0,2,0,,1,Silva y Villalba
vf_0035.wav,La Negrita,,,48000,2,16,683,59,https://www.youtube.com/watch?v=OvD4W4rKu0w,09.12.2020,YouTube,,3,,,,,0,2,0,,,Garzón Y Collazos
vocals_0001.wav,Leña Verde,Bambuco,,48000,2,16,20,39,https://www.youtube.com/watch?v=3BhHB5DUF3o,15.07.2020,YouTube,,2,0,0,0,0,1,1,0,,,María Tejada y Francisco Ruiz
vocals_0002.wav,Brisas del pamplonita,Bambuco,,48000,2,16,5,48,https://www.youtube.com/watch?v=b6M9Ma8KpKI,15.07.2020,YouTube,,10,0,0,0,0,6,4,0,,,Ensamble vocal a tempo
vocals_0003.wav,El sueño,Bambuco,,48000,2,16,25,39,https://www.youtube.com/watch?v=35XjASKky0g,15.07.2020,YouTube,,6,0,0,0,0,3,3,0,,,Sine Nomine
vocals_0004.wav,EL corazón de la caña,Bambuco,,48000,2,16,25,42,https://www.youtube.com/watch?v=grtSBtvd_Po,15.07.2020,YouTube,,10,0,0,0,0,6,4,0,,,Ensamble vocal a tempo
vocals_0005.wav,Para la guerra Nada,Bambuco,,48000,2,16,11,45,https://www.youtube.com/watch?v=9qJDx41egmM,15.07.2020,YouTube,,,0,0,0,0,,,0,,,Grupo Vocal Cantarte
vocals_0006.wav,Soñar contigo,Pasillo,,48000,2,16,4,51,https://www.youtube.com/watch?v=PLIr8iJadhs,15.07.2020,YouTube,,5,0,0,0,0,3,2,0,,,Voz por Vos
vocals_0007.wav,Chatica linda,Bambuco,,48000,2,16,0,31,https://www.youtube.com/watch?v=3viKAzEXF9w,15.07.2020,YouTube,,6,0,0,0,0,3,3,0,,,Ensamble Vocal Sine Nomine
vocals_0008.wav,Cómo tú dices,Vals,,48000,2,16,0,53,https://www.youtube.com/watch?v=8SDPjyD9x4s,15.07.2020,YouTube,,6,0,0,0,0,3,3,0,,,Ensamble vocal Sine Nomine
vocals_0009.wav,Camino y tarde,Bambuco,,48000,2,16,15,56,https://www.youtube.com/watch?v=Oz7QwJZBJws,15.07.2020,YouTube,,10,0,0,0,0,6,4,0,,,Ensamble vocal a tempo
vocals_0010.wav,Río que pasas llorando,Bambuco,,48000,2,16,14,46,https://www.youtube.com/watch?v=3hsNJRnHcfI,15.07.2020,YouTube,,6,0,0,0,0,3,3,0,,,Ensamble vocal Sine Nomine
vocals_0011.wav,La Montera,Bambuco,,48000,2,16,4,30,https://www.youtube.com/watch?v=7C6TRHJCbt4,15.07.2020,YouTube,,13,0,0,0,0,12,1,0,,,Coro Juvenil Amadeus
vocals_0012.wav,Muy Antioqueño,Bambuco,,48000,2,16,5,43,https://www.youtube.com/watch?v=Rzz03oa5r7w,15.07.2020,YouTube,,33,0,0,0,0,0,33,0,,,Grupo Vocal Alcázares
vocals_0013.wav,A bordo de tu voz,Pasillo,,48000,2,16,37,36,https://www.youtube.com/watch?v=Qhqv8A82wnY,15.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,Octeto vocal Kumae
vocals_0014.wav,Brisas del Pamplonita,Bambuco,,48000,2,16,58,36,https://www.youtube.com/watch?v=AP3pJVKtGlI,15.07.2020,YouTube,,18,0,0,0,0,11,7,0,,,Coro Virtual Unipamplona
vocals_0015.wav,Amo esta tierra,Bambuco,,48000,2,16,43,53,https://www.youtube.com/watch?v=yKVfioUkfzs,15.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,Octeto vocal Kumae
vocals_0016.wav,Brisas del Pamplonita,Bambuco,,48000,2,16,47,43,https://www.youtube.com/watch?v=4vYEITCvLfM,15.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,Octeto vocal Kumae
vocals_0017.wav,Tarde,Bambuco,,48000,2,16,22,31,https://www.youtube.com/watch?v=hdDTs8oFXbE,15.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,Octeto vocal Kumae
vocals_0018.wav,Cancion de Luna,Bambuco,,48000,2,16,15,42,https://www.youtube.com/watch?v=md0Gik5E02s,15.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,"Octeto Vocal ""KUMAE"""
vocals_0019.wav,Pasillo cruzao,Pasillo,,48000,2,16,57,42,https://www.youtube.com/watch?v=EuLykcdcyUM,30.07.2020,YouTube,,2,0,0,0,0,2,0,0,,,Claudia Gómez (performed by Alexa Cortés& Yenny Saldarriaga)
vocals_0020.wav,Bambuco de los abuelos,Bambuco,,48000,2,16,25,59,https://www.youtube.com/watch?v=RCBpgy-t2RE,30.07.2020,YouTube,,10,0,0,0,0,7,3,0,,,Vicky Romero (performed by Coro Fundación Auros)
vocals_0021.wav,Soberia,Pasillo,,48000,2,16,6,39,https://www.youtube.com/watch?v=GQVUZUIwAuc,30.07.2020,YouTube,,10,0,0,0,0,10,0,0,,,José A. Morales (performed by Ensamble vocal infantil Fundación Auros)
vocals_0022.wav,Conclusión,Bambuco,,48000,2,16,13,36,https://www.youtube.com/watch?v=ZEQxTdxkOVg,30.07.2020,YouTube,,8,0,0,0,0,4,4,0,,,Victoria Romero (performed by Kumae, arrangement by Gabriel Andres Rodriguez)
vocals_0023.wav,Alegrías - Inocencio Granja,Ecuatorian Pasillo,,48000,2,16,94,36,https://www.youtube.com/watch?v=s5wkmBh4eOE,30.07.2020,YouTube,,6,0,0,0,0,6,0,0,,,performed by María Tejada
vocals_0024.wav,Muy antioqueño,Bambuco,,48000,2,16,87,38,https://www.youtube.com/watch?v=NGa_lu9EW9o,09.12.2020,YouTube,,1,0,0,0,0,1,0,0,,,performed by Inori
vocals_0025.wav,Mi Sueño,Bambuco,,48000,2,16,39,53,https://www.youtube.com/watch?v=_yDJGZwKhXY,09.12.2020,YouTube,,2,0,0,0,0,2,0,0,,,Carolina Romero López
vocals_0026.wav,BAMBUCO PARA CORO,Bambuco,,48000,2,16,32,54,https://www.youtube.com/watch?v=7a-GjhnZj78,09.12.2020,YouTube,,16,0,0,0,0,8,8,0,,,SEMILLERO ASAB & CAMERATA GRADUALE
vocals_0027.wav,Picoteando,Bambuco,,48000,2,16,66,44,https://www.youtube.com/watch?v=P9b54sBlJQU,09.12.2020,YouTube,,2,0,0,0,0,2,0,0,,,Murmullo y Canción
vocals_0028.wav,CHATICA LINDA,Bambuco,,48000,2,16,0,35,https://www.youtube.com/watch?v=3viKAzEXF9w,10.12.2020,YouTube,,6,0,0,0,0,3,3,0,,,ENSAMBLE VOCAL SINE NOMINE GRUPO
vocals_0029.wav,CANTA UN PIJAO,Bambuco,,48000,2,16,50,42,https://www.youtube.com/watch?v=rRL_dgM_pRw,10.12.2020,YouTube,,1,0,0,0,0,1,0,0,,,Jessi Lore Vizcaya
vocals_0030.wav,A QUIÉN ENGAÑAS ABUELO,Bambuco,,48000,2,16,90,60,https://www.youtube.com/watch?v=khGEgnRpkw0,10.12.2020,YouTube,,18,0,0,0,0,7,11,0,,,CORO INTEGRACIÓN UNIVERSIDAD NACIONAL DE COLOMBIA
vocals_0031.wav,Matitas de Perejil,,,48000,2,16,30,60,https://www.youtube.com/watch?v=zimdSwUJX7c,10.12.2020,YouTube,,2,0,0,0,0,1,1,0,,,María Tejada & Gerson Eguiguren
vocals_0032.wav,Pasillo en acapella,Pasillo,,48000,2,16,127,30,https://www.youtube.com/watch?v=VUYfzT2kbpc,10.12.2020,YouTube,,1,0,0,0,0,0,1,0,,,misical tonix
vocals_0033.wav,El Aguacate,Pasillo,,48000,2,16,82,30,https://www.youtube.com/watch?v=WDEaQ6oJUWM,10.12.2020,YouTube,,1,0,0,0,0,1,0,0,,,Yuliet Morales
vocals_0034.wav,AGÜITA PASILLO A CAPELA,Pasillo,,48000,2,16,54,32,https://www.youtube.com/watch?v=eWHtRLj7jKg,10.12.2020,YouTube,,1,0,0,0,0,0,1,0,,,JOSÉ JUAQUÍN
vocals_0035.wav,Alegrias,Pasillo,,48000,2,16,40,50,https://www.youtube.com/watch?v=s5wkmBh4eOE,10.12.2020,YouTube,,6,0,0,0,0,6,0,0,,,María Tejada
vocals_0036.wav,Pasillo cruzao,Pasillo,,48000,2,16,5,60,https://www.youtube.com/watch?v=EuLykcdcyUM,10.12.2020,YouTube,,2,0,0,0,0,2,0,0,,,Alexa Cortés, Yenny Saldarriaga
vocals_0037.wav,SI NO FUERA POR TI,Pasillo,,48000,2,16,116,34,https://www.youtube.com/watch?v=ZbfoMs3nUTk,10.12.2020,YouTube,,6,0,0,0,0,3,3,0,,,ENSAMBLE VOCAL SINE NOMINE GRUPO
vocals_0038.wav,Faltándome Tú,Pasillo,,48000,2,16,53,48,https://www.youtube.com/watch?v=ixKH7RtL6vw,10.12.2020,YouTube,,4,0,0,0,0,4,0,0,,,ENSAMBLE VOCAL QUARTA JUSTA
vocals_0039.wav,CACTUS,Pasillo,,48000,2,16,80,50,https://www.youtube.com/watch?v=usLUbRKgzKg,10.12.2020,YouTube,,4,0,0,0,0,4,0,0,,,ENSAMBLE VOCAL QUARTA JUSTA
vocals_0040.wav,La Llamita,Bambuco,,48000,2,16,13,38,https://www.youtube.com/watch?v=wa9EEUi5K_g,10.12.2020,YouTube,,2,0,0,0,0,2,0,0,,,A Viva Voz!
