Id,Artist,Title,Description,Tags,publishedAt,View,Like,CommentCount,pushblishDayName,Duration,SheetName
UoRNyMZAzd4,GReeeeN,Hello Kagerou,"Provided to YouTube by Universal Music Group

Hello Kagerou · GReeeeN

To All Sports Lovers

℗ A ZEN MUSIC release; ℗ 2018 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Recording  Arranger, Producer: JIN
Associated  Performer, Recording  Arranger: Shunsuke Tsuri
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Hello Kagerou']",2023-11-22 10:19:56,10757,38,1,Wednesday,0.00310185185185185,Song
GIIgh-UgaEg,GReeeeN,Setsuna,"Provided to YouTube by Universal Music Group

Setsuna · GReeeeN

To All Sports Lovers

℗ 2009 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Producer: GReeeeN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Setsuna']",2023-11-22 10:19:09,94026,205,1,Wednesday,0.00332175925925926,Song
YSqPrGGOGIg,GReeeeN,Tookuno Sora Yubi Sasunda,"Provided to YouTube by Universal Music Group

Tookuno Sora Yubi Sasunda · GReeeeN

To All Sports Lovers

℗ 2016 ZEN MUSIC, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Composer  Lyricist: GReeeeN
Arranger, Work  Arranger: JIN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Tookuno Sora Yubi Sasunda']",2023-11-22 10:19:09,10652,78,3,Wednesday,0.00233796296296296,Song
owqRa7lQes0,GReeeeN,460 -Your Song-,"Provided to YouTube by Universal Music Group

460 -Your Song- · GReeeeN

To All Sports Lovers

℗ A ZEN MUSIC release; ℗ 2019 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Recording  Arranger, Producer: JIN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals, Guitar: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Guitar: tatsu
Associated  Performer, Drums: Atsuyuk!
Associated  Performer, Bass  Guitar: Satoshi Hanamura
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', '460 -Your Song-']",2023-11-22 10:19:05,13281,73,1,Wednesday,0.00289351851851852,Song
GwiNQGyKV4s,GReeeeN,Michi,"Provided to YouTube by Universal Music Group

Michi · GReeeeN

To All Sports Lovers

℗ 2007 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Producer, Associated  Performer, Recording  Arranger: JIN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Michi']",2023-11-22 10:19:03,13098,54,3,Wednesday,0.0028587962962963,Song
BYhXGvo5tP4,GReeeeN,Believe,"Provided to YouTube by Universal Music Group

Believe · GReeeeN

To All Sports Lovers

℗ 2015 ZEN MUSIC, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Composer  Lyricist: GReeeeN
Arranger, Work  Arranger: Shigeo Aoki
Arranger, Work  Arranger: JIN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Believe']",2023-11-22 10:18:47,17918,91,3,Wednesday,0.00336805555555556,Song
Fs8hToIqcCw,GReeeeN,Cho Kaze,"Provided to YouTube by Universal Music Group

Cho Kaze · GReeeeN

To All Sports Lovers

℗ A ZEN MUSIC release; ℗ 2018 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Recording  Arranger, Producer: JIN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Cho Kaze']",2023-11-22 10:18:29,9453,44,2,Wednesday,0.00248842592592593,Song
-RO8QeLuawU,GReeeeN,Kiseki,"Provided to YouTube by Universal Music Group

Kiseki · GReeeeN

To All Sports Lovers

℗ 2008 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Producer, Associated  Performer, Vocals: GReeeeN
Associated  Performer, Recording  Arranger: JIN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Kiseki']",2023-11-22 10:18:20,14925,70,1,Wednesday,0.00314814814814815,Song
t8BbcduOI-A,GReeeeN,Green Boys,"Provided to YouTube by Universal Music Group

Green Boys · GReeeeN

To All Sports Lovers

℗ 2011 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Composer  Lyricist: GReeeeN
Arranger, Work  Arranger: JIN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Green Boys']",2023-11-22 10:18:07,17465,98,2,Wednesday,0.00268518518518518,Song
xMCu5J3doTQ,GReeeeN,Bokurano Monogatari,"Provided to YouTube by Universal Music Group

Bokurano Monogatari · GReeeeN

To All Sports Lovers

℗ 2013 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Recording  Arranger: JIN
Producer: GReeeeN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Bokurano Monogatari']",2023-11-22 10:17:33,9351,31,1,Wednesday,0.00290509259259259,Song
5iJ5A7gnJS4,GReeeeN,Hirari,"Provided to YouTube by Universal Music Group

Hirari · GReeeeN

To All Sports Lovers

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Recording  Arranger: Mine Kushita
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Hirari']",2023-11-22 10:17:16,24313,138,4,Wednesday,0.00224537037037037,Song
nRILaeXDq_s,GReeeeN,Haruka,"Provided to YouTube by Universal Music Group

Haruka · GReeeeN

To All Sports Lovers

℗ 2009 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Producer: GReeeeN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Haruka']",2023-11-22 10:16:43,9591,48,1,Wednesday,0.00390046296296296,Song
C9wUpDiKMck,GReeeeN,Kachidoki,"Provided to YouTube by Universal Music Group

Kachidoki · GReeeeN

To All Sports Lovers

℗ A ZEN MUSIC release; ℗ 2019 UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Drums: Tomoyuki Nakano
Associated  Performer, Bass  Guitar: Kotaro Ishiguro
Associated  Performer, Guitar: Pablo
Associated  Performer, Programming, Recording  Arranger: GReeeeN
Associated  Performer, Programming, Recording  Arranger: Tsubasa Takada
Producer: JIN
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Kachidoki']",2023-11-22 10:16:08,16340,92,3,Wednesday,0.00265046296296296,Song
KyHomHEjWPg,GReeeeN,Pride,"Provided to YouTube by Universal Music Group

Pride · GReeeeN

To All Sports Lovers

℗ 2012 NAYUTAWAVE RECORDS, a division of UNIVERSAL MUSIC LLC

Released on: 2023-11-23

Composer  Lyricist: GReeeeN
Arranger, Work  Arranger: JIN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'To All Sports Lovers', 'Pride']",2023-11-22 10:16:01,10513,47,4,Wednesday,0.00324074074074074,Song
oATUtXHUgIY,GReeeeN,Hirari,"Provided to YouTube by Universal Music Group

Hirari · GReeeeN

Hirari

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-11-03

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Recording  Arranger: Mine Kushita
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Hirari']",2023-11-02 10:00:47,540336,2147,28,Thursday,0.00224537037037037,Song
Tt__9q0JEOI,GReeeeN,Wasurenagusa,"Provided to YouTube by Universal Music Group

Wasurenagusa · GReeeeN

Wasurenagusa

℗ A Polydor Records relese; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-07-29

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Recording  Arranger, Programming, Keyboards: Hiroaki Yokoyama
Associated  Performer, Strings: Mio Strings
Associated  Performer, Violin: Mio.O
Associated  Performer, Violin: Osamu Iyoku
Associated  Performer, Violin: Kaoru Kuroki
Associated  Performer, Violin: Toshiro Murai
Associated  Performer, Violin: Yu Sugino
Associated  Performer, Violin: Miho Shimokawa
Associated  Performer, Violin: Akatsuki Takahashi
Associated  Performer, Violin: Makiko Murakoshi
Associated  Performer, Viola: Mikiyo Kikuchi
Associated  Performer, Viola: Misato Futaki
Associated  Performer, Cello: Ayano Kasahara
Associated  Performer, Cello: Toshiyuki Muranaka
Studio  Personnel, Recording  Engineer, Mixer: Nobuyuki Murakami
Studio  Personnel, Recording  Engineer: Naoyuki Matsumoto
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Wasurenagusa']",2023-07-28 10:00:31,436804,1741,11,Friday,0.00280092592592593,Song
wPsr3_UVA0U,GReeeeN,Wonderful,"Provided to YouTube by Universal Music Group

Wonderful · GReeeeN

Wonderful

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-06-23

Associated  Performer, Recording  Arranger, Programming, Keyboards: Hiroaki Yokoyama
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Drums: Masahiro Wakayama
Associated  Performer, Bass  Guitar: Takashi Adachi
Associated  Performer, Guitar: Takafumi ""CO-K"" Kokei
Associated  Performer, Trumpet: Atsuki Yumoto
Associated  Performer, Trumpet: Hitomi Niida
Associated  Performer, Alto  Saxophone: Kazuya Hashimoto
Associated  Performer, Trombone: Toshihiro Kawashima
Studio  Personnel, Recording  Engineer, Mixer: Hiromitsu Takasu
Studio  Personnel, Recording  Engineer: Naoyuki Matsumoto
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Wonderful']",2023-06-22 10:00:51,361596,1386,16,Thursday,0.00287037037037037,Song
lLx8wrVod8k,GReeeeN,Wonderful (Last Chorus Version),"Provided to YouTube by Universal Music Group

Wonderful (Last Chorus Version) · GReeeeN

Wonderful

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-06-23

Associated  Performer, Recording  Arranger, Programming, Keyboards: Hiroaki Yokoyama
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Drums: Masahiro Wakayama
Associated  Performer, Bass  Guitar: Takashi Adachi
Associated  Performer, Guitar: Takafumi ""CO-K"" Kokei
Associated  Performer, Trumpet: Atsuki Yumoto
Associated  Performer, Trumpet: Hitomi Niida
Associated  Performer, Alto  Saxophone: Kazuya Hashimoto
Associated  Performer, Trombone: Toshihiro Kawashima
Studio  Personnel, Recording  Engineer, Mixer: Hiromitsu Takasu
Studio  Personnel, Recording  Engineer: Naoyuki Matsumoto
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Wonderful']",2023-06-09 10:03:09,5441,121,5,Friday,0.000497685185185185,Song
qzK1_zMo1kI,GReeeeN,Life,"Provided to YouTube by Universal Music Group

Life · GReeeeN

Life

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-05-09

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Recording  Arranger, Bass: SHUN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Keyboards: Kenta Yamamoto
Associated  Performer, Guitar: Takafumi ""CO-K"" Kokei
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Life', 'ライフ', 'LIFE']",2023-05-08 10:00:26,394743,1663,21,Monday,0.00231481481481482,Song
5SzuBUyGZrk,GReeeeN,"What The ""XXXX""","Provided to YouTube by Universal Music Group

What The ""XXXX"" · GReeeeN

What The ""XXXX""

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-04-29

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Vocals: POKARIS
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'What The XXXX ワットザエックス What the “XXXX”']",2023-04-28 10:00:07,136015,476,15,Friday,0.00248842592592593,Song
w1gxGc752kA,GReeeeN,Green Peas,"Provided to YouTube by Universal Music Group

Green Peas · GReeeeN

Green Peas

℗ A Polydor Records release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-03-29

Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Recording  Arranger: Shunsuke Kasuga
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Green Peas', 'グリンピース']",2023-03-28 10:00:41,217165,740,5,Tuesday,0.00230324074074074,Song
hRVCyOVm2dM,GReeeeN,Juvenile,"Provided to YouTube by Universal Music Group

Juvenile · GReeeeN

Juvenile

℗ A ZEN MUSIC release; ℗ 2023 UNIVERSAL MUSIC LLC

Released on: 2023-01-25

Associated  Performer, Recording  Arranger, Producer: JIN
Associated  Performer, Recording  Arranger, Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Juvenile']",2023-01-24 10:04:39,403275,1663,23,Tuesday,0.00303240740740741,Song
tQISmvktcVU,GReeeeN,Song 4 U,"Provided to YouTube by Universal Music Group

Song 4 U · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: GRP
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Shinsaku Takane
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Song 4 U']",2022-12-20 10:04:19,209648,605,6,Tuesday,0.00234953703703704,Song
lUWGJ_D4Xgg,GReeeeN,Yomibito Shirazu,"Provided to YouTube by Universal Music Group

Yomibito Shirazu · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: D'Chelo
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Shinsaku Takane
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Yomibito Shirazu']",2022-12-20 10:04:15,127949,550,23,Tuesday,0.00292824074074074,Song
EMgaCswNCfc,GReeeeN,Hirahira Hitohira,"Provided to YouTube by Universal Music Group

Hirahira Hitohira · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Tsubasa Takada
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Background  Vocalist: Miki Aihara
Studio  Personnel, Mixer: Shinsaku Takane
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Hirahira Hitohira']",2022-12-20 10:04:07,121632,586,17,Tuesday,0.0028587962962963,Song
EpM37GEGhDc,GReeeeN,Itoshi Kimie (Essential Ver.),"Provided to YouTube by Universal Music Group

Itoshi Kimie (Essential Ver.) · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Recording  Arranger: nishi-ken
Studio  Personnel, Mixer: Shinsaku Takane
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Itoshi Kimie']",2022-12-20 10:04:02,356288,1513,21,Tuesday,0.00365740740740741,Song
AnxlmEO9zyQ,GReeeeN,Jibunkakumei,"Provided to YouTube by Universal Music Group

Jibunkakumei · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger, Producer, Studio  Personnel, Mixer: JIN
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: SOH
Associated  Performer, Piano: Takatoshi Shindo
Associated  Performer, Guitar: HAGI
Associated  Performer, Drums: Tomoyuki Nakano
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Jibunkakumei']",2022-12-20 10:02:49,164298,477,0,Tuesday,0.00248842592592593,Song
40F7TIPiycY,GReeeeN,Ito,"Provided to YouTube by Universal Music Group

Ito · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Tsubasa Takada
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: D.O.I.
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Ito']",2022-12-20 10:02:40,170075,932,31,Tuesday,0.00297453703703704,Song
6qcELHEilnQ,GReeeeN,Shiori,"Provided to YouTube by Universal Music Group

Shiori · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Tsubasa Takada
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Satoshi Hosoi
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Shiori']",2022-12-20 10:02:34,401553,1634,52,Tuesday,0.00296296296296296,Song
Rta5OAtUjO0,GReeeeN,Ryusei No Kakera,"Provided to YouTube by Universal Music Group

Ryusei No Kakera · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger, Producer, Studio  Personnel, Mixer: JIN
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: SOH
Associated  Performer, Piano: Takatoshi Shindo
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Ryusei No Kakera']",2022-12-20 10:01:59,91452,220,1,Tuesday,0.00277777777777778,Song
0XenkE3q4rU,GReeeeN,Bakemono,"Provided to YouTube by Universal Music Group

Bakemono · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger, Producer: JIN
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Keisuke Suwa
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Bakemono']",2022-12-20 10:01:57,65381,177,2,Tuesday,0.00163194444444444,Song
8DVYM69G7Cw,GReeeeN,Hanataba,"Provided to YouTube by Universal Music Group

Hanataba · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Taro Yabuzaki
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Bass  Guitar: Shunsuke Kasuga
Studio  Personnel, Mixer: Kohei Nakaya
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Hanataba']",2022-12-20 10:01:48,198128,751,35,Tuesday,0.00270833333333333,Song
vDge-IUXEFQ,GReeeeN,Morning Glory,"Provided to YouTube by Universal Music Group

Morning Glory · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Kouichi
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Associated  Performer, Bass  Guitar: Shunsuke Kasuga
Studio  Personnel, Mixer: Gregory Germain
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Morning Glory']",2022-12-20 10:01:36,200456,641,10,Tuesday,0.00241898148148148,Song
J3Hlg8F_4T4,GReeeeN,Anohino Mama,"Provided to YouTube by Universal Music Group

Anohino Mama · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Tsubasa Takada
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Tetsuro Sawamoto
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Anohino Mama']",2022-12-20 10:01:13,114774,468,26,Tuesday,0.00278935185185185,Song
N9ZuUPpKvPQ,GReeeeN,Mikata (Rockin Beats Ver.),"Provided to YouTube by Universal Music Group

Mikata (Rockin Beats Ver.) · GReeeeN

Rockin Beats

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-21

Associated  Performer, Recording  Arranger: Shunsuke Kasuga
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Toru Matake
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Rockin Beats', 'Mikata']",2022-12-20 10:01:05,126969,397,6,Tuesday,0.00306712962962963,Song
SsE0-H7EoKM,GReeeeN,Mikata (Rockin Beats Ver.),"Provided to YouTube by Universal Music Group

Mikata (Rockin Beats Ver.) · GReeeeN

Mikata

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-07

Associated  Performer, Recording  Arranger: Shunsuke Kasuga
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Toru Matake
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Mikata']",2022-12-08 10:03:43,12817,190,6,Thursday,0.00306712962962963,Song
rwDdMM51eSI,GReeeeN,Song 4 U,"Provided to YouTube by Universal Music Group

Song 4 U · GReeeeN

Song 4 U

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-12-07

Associated  Performer, Recording  Arranger: GRP
Producer: GReeeeN
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Shinsaku Takane
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Song 4 U']",2022-12-06 10:03:37,161344,1120,19,Tuesday,0.00234953703703704,Song
hR6Uj-YTGbM,GReeeeN,Bakemono,"Provided to YouTube by Universal Music Group

Bakemono · GReeeeN

Bakemono

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-09-09

Associated  Performer, Recording  Arranger, Producer: JIN
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: SOH
Studio  Personnel, Mixer: Keisuke Suwa
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Bakemono']",2022-09-08 10:03:29,108354,575,1,Thursday,0.00162037037037037,Song
sfyCG9YhaYk,GReeeeN,Mikata,"Provided to YouTube by Universal Music Group

Mikata · GReeeeN

Mikata

℗ A ZEN MUSIC release; ℗ 2022 UNIVERSAL MUSIC LLC

Released on: 2022-08-19

Associated  Performer, Recording  Arranger: GReeeeN
Associated  Performer, Recording  Arranger, Bass, Programming: Shunsuke Kasuga
Associated  Performer, Vocals: HIDE
Associated  Performer, Vocals: 92
Associated  Performer, Vocals: navi
Associated  Performer, Vocals: SOH
Associated  Performer, Guitar: Tsubasa Takada
Associated  Performer, Piano: Takatoshi Shindo
Studio  Personnel, Recording  Engineer: JIN
Studio  Personnel, Mixer: Toru Matake
Composer  Lyricist: GReeeeN

Auto-generated by YouTube.","['GReeeeN', 'グリーン', 'Mikata']",2022-08-18 10:01:56,311803,2179,4,Thursday,0.00297453703703704,Song
